platform,difference,name
CE01ISSM,0.0191,diff_km_D2_to_D1
CE01ISSM,0.0268,diff_km_D3_to_D1
CE01ISSM,0.1693,diff_km_D6_to_D1
CE01ISSM,0.1698,diff_km_D6_to_D2
CE01ISSM,0.1588,diff_km_D6_to_D3
CE01ISSM,0.0731,diff_km_D6_to_D4
CE01ISSM,0.1642,diff_km_D6_to_D5
CE01ISSM,0.2243,diff_km_D7_to_D1
CE01ISSM,0.2329,diff_km_D7_to_D2
CE01ISSM,0.2278,diff_km_D7_to_D3
CE01ISSM,0.4272,diff_km_D7_to_D4
CE01ISSM,0.2223,diff_km_D7_to_D5
CE01ISSM,0.0444,diff_km_D3_to_D2
CE01ISSM,0.3859,diff_km_D7_to_D6
CE01ISSM,0.1684,diff_km_D8_to_D1
CE01ISSM,0.1706,diff_km_D8_to_D2
CE01ISSM,0.1557,diff_km_D8_to_D3
CE01ISSM,0.0882,diff_km_D8_to_D4
CE01ISSM,0.1608,diff_km_D8_to_D5
CE01ISSM,0.0153,diff_km_D8_to_D6
CE01ISSM,0.3811,diff_km_D8_to_D7
CE01ISSM,0.159,diff_km_D9_to_D1
CE01ISSM,0.1662,diff_km_D9_to_D2
CE01ISSM,0.203,diff_km_D4_to_D1
CE01ISSM,0.1658,diff_km_D9_to_D3
CE01ISSM,0.3619,diff_km_D9_to_D4
CE01ISSM,0.1605,diff_km_D9_to_D5
CE01ISSM,0.3246,diff_km_D9_to_D6
CE01ISSM,0.0679,diff_km_D9_to_D7
CE01ISSM,0.3211,diff_km_D9_to_D8
CE01ISSM,0.1693,diff_km_D10_to_D1
CE01ISSM,0.1698,diff_km_D10_to_D2
CE01ISSM,0.1588,diff_km_D10_to_D3
CE01ISSM,0.0731,diff_km_D10_to_D4
CE01ISSM,0.1967,diff_km_D4_to_D2
CE01ISSM,0.1642,diff_km_D10_to_D5
CE01ISSM,0.0,diff_km_D10_to_D6
CE01ISSM,0.3859,diff_km_D10_to_D7
CE01ISSM,0.0153,diff_km_D10_to_D8
CE01ISSM,0.3246,diff_km_D10_to_D9
CE01ISSM,0.2015,diff_km_D4_to_D3
CE01ISSM,0.0278,diff_km_D5_to_D1
CE01ISSM,0.0463,diff_km_D5_to_D2
CE01ISSM,0.0058,diff_km_D5_to_D3
CE01ISSM,0.2072,diff_km_D5_to_D4
CE01ISSP,0.669,diff_km_D2_to_D1
CE01ISSP,1.1246,diff_km_D3_to_D1
CE01ISSP,0.4422,diff_km_D6_to_D1
CE01ISSP,0.2344,diff_km_D6_to_D2
CE01ISSP,1.5398,diff_km_D6_to_D3
CE01ISSP,0.6724,diff_km_D6_to_D4
CE01ISSP,0.3567,diff_km_D6_to_D5
CE01ISSP,0.0279,diff_km_D7_to_D1
CE01ISSP,0.6887,diff_km_D7_to_D2
CE01ISSP,1.1002,diff_km_D7_to_D3
CE01ISSP,0.3249,diff_km_D7_to_D4
CE01ISSP,0.1031,diff_km_D7_to_D5
CE01ISSP,1.7742,diff_km_D3_to_D2
CE01ISSP,0.4598,diff_km_D7_to_D6
CE01ISSP,0.2983,diff_km_D8_to_D1
CE01ISSP,0.3721,diff_km_D8_to_D2
CE01ISSP,1.4063,diff_km_D8_to_D3
CE01ISSP,0.5562,diff_km_D8_to_D4
CE01ISSP,0.214,diff_km_D8_to_D5
CE01ISSP,0.1445,diff_km_D8_to_D6
CE01ISSP,0.3169,diff_km_D8_to_D7
CE01ISSP,0.5363,diff_km_D9_to_D1
CE01ISSP,1.125,diff_km_D9_to_D2
CE01ISSP,0.3521,diff_km_D4_to_D1
CE01ISSP,0.677,diff_km_D9_to_D3
CE01ISSP,0.2212,diff_km_D9_to_D4
CE01ISSP,0.5857,diff_km_D9_to_D5
CE01ISSP,0.8927,diff_km_D9_to_D6
CE01ISSP,0.5085,diff_km_D9_to_D7
CE01ISSP,0.7726,diff_km_D9_to_D8
CE01ISSP,0.5007,diff_km_D10_to_D1
CE01ISSP,0.9652,diff_km_D10_to_D2
CE01ISSP,0.9083,diff_km_D10_to_D3
CE01ISSP,0.1693,diff_km_D10_to_D4
CE01ISSP,0.9041,diff_km_D4_to_D2
CE01ISSP,0.5133,diff_km_D10_to_D5
CE01ISSP,0.7446,diff_km_D10_to_D6
CE01ISSP,0.4752,diff_km_D10_to_D7
CE01ISSP,0.6506,diff_km_D10_to_D8
CE01ISSP,0.2469,diff_km_D10_to_D9
CE01ISSP,0.6251,diff_km_D11_to_D1
CE01ISSP,1.1142,diff_km_D11_to_D2
CE01ISSP,0.7999,diff_km_D11_to_D3
CE01ISSP,0.2739,diff_km_D11_to_D4
CE01ISSP,0.6487,diff_km_D11_to_D5
CE01ISSP,0.8899,diff_km_D4_to_D3
CE01ISSP,0.8936,diff_km_D11_to_D6
CE01ISSP,0.5982,diff_km_D11_to_D7
CE01ISSP,0.7972,diff_km_D11_to_D8
CE01ISSP,0.2093,diff_km_D11_to_D9
CE01ISSP,0.1492,diff_km_D11_to_D10
CE01ISSP,0.0874,diff_km_D5_to_D1
CE01ISSP,0.586,diff_km_D5_to_D2
CE01ISSP,1.1977,diff_km_D5_to_D3
CE01ISSP,0.3833,diff_km_D5_to_D4
CE02SHSM,0.3451,diff_km_D2_to_D1
CE02SHSM,0.2994,diff_km_D3_to_D1
CE02SHSM,0.1033,diff_km_D6_to_D1
CE02SHSM,0.4473,diff_km_D6_to_D2
CE02SHSM,0.4004,diff_km_D6_to_D3
CE02SHSM,0.005,diff_km_D6_to_D4
CE02SHSM,0.3837,diff_km_D6_to_D5
CE02SHSM,0.2965,diff_km_D7_to_D1
CE02SHSM,0.1356,diff_km_D7_to_D2
CE02SHSM,0.0075,diff_km_D7_to_D3
CE02SHSM,0.4024,diff_km_D7_to_D4
CE02SHSM,0.0278,diff_km_D7_to_D5
CE02SHSM,0.1421,diff_km_D3_to_D2
CE02SHSM,0.3979,diff_km_D7_to_D6
CE02SHSM,0.2293,diff_km_D8_to_D1
CE02SHSM,0.4649,diff_km_D8_to_D2
CE02SHSM,0.481,diff_km_D8_to_D3
CE02SHSM,0.2029,diff_km_D8_to_D4
CE02SHSM,0.4525,diff_km_D8_to_D5
CE02SHSM,0.2058,diff_km_D8_to_D6
CE02SHSM,0.4758,diff_km_D8_to_D7
CE02SHSM,0.1074,diff_km_D4_to_D1
CE02SHSM,0.4509,diff_km_D4_to_D2
CE02SHSM,0.4049,diff_km_D4_to_D3
CE02SHSM,0.2811,diff_km_D5_to_D1
CE02SHSM,0.1176,diff_km_D5_to_D2
CE02SHSM,0.0351,diff_km_D5_to_D3
CE02SHSM,0.388,diff_km_D5_to_D4
CE02SHSP,0.382,diff_km_D2_to_D1
CE02SHSP,0.8602,diff_km_D3_to_D1
CE02SHSP,0.3166,diff_km_D6_to_D1
CE02SHSP,0.444,diff_km_D6_to_D2
CE02SHSP,0.5778,diff_km_D6_to_D3
CE02SHSP,0.4071,diff_km_D6_to_D4
CE02SHSP,0.3814,diff_km_D6_to_D5
CE02SHSP,0.4465,diff_km_D7_to_D1
CE02SHSP,0.3286,diff_km_D7_to_D2
CE02SHSP,0.6987,diff_km_D7_to_D3
CE02SHSP,0.4882,diff_km_D7_to_D4
CE02SHSP,0.3598,diff_km_D7_to_D5
CE02SHSP,0.9997,diff_km_D3_to_D2
CE02SHSP,0.2467,diff_km_D7_to_D6
CE02SHSP,0.2537,diff_km_D8_to_D1
CE02SHSP,0.6317,diff_km_D8_to_D2
CE02SHSP,0.7954,diff_km_D8_to_D3
CE02SHSP,0.3421,diff_km_D8_to_D4
CE02SHSP,0.4902,diff_km_D8_to_D5
CE02SHSP,0.4005,diff_km_D8_to_D6
CE02SHSP,0.6164,diff_km_D8_to_D7
CE02SHSP,0.6325,diff_km_D9_to_D1
CE02SHSP,0.3887,diff_km_D9_to_D2
CE02SHSP,0.113,diff_km_D4_to_D1
CE02SHSP,0.822,diff_km_D9_to_D3
CE02SHSP,0.6508,diff_km_D9_to_D4
CE02SHSP,0.4857,diff_km_D9_to_D5
CE02SHSP,0.4558,diff_km_D9_to_D6
CE02SHSP,0.2107,diff_km_D9_to_D7
CE02SHSP,0.823,diff_km_D9_to_D8
CE02SHSP,1.4247,diff_km_D10_to_D1
CE02SHSP,1.059,diff_km_D10_to_D2
CE02SHSP,1.6058,diff_km_D10_to_D3
CE02SHSP,1.3969,diff_km_D10_to_D4
CE02SHSP,0.3382,diff_km_D4_to_D2
CE02SHSP,1.2081,diff_km_D10_to_D5
CE02SHSP,1.3163,diff_km_D10_to_D6
CE02SHSP,1.0697,diff_km_D10_to_D7
CE02SHSP,1.6537,diff_km_D10_to_D8
CE02SHSP,0.8631,diff_km_D10_to_D9
CE02SHSP,0.2805,diff_km_D11_to_D1
CE02SHSP,0.3321,diff_km_D11_to_D2
CE02SHSP,0.679,diff_km_D11_to_D3
CE02SHSP,0.3466,diff_km_D11_to_D4
CE02SHSP,0.2815,diff_km_D11_to_D5
CE02SHSP,0.9666,diff_km_D4_to_D3
CE02SHSP,0.1122,diff_km_D11_to_D6
CE02SHSP,0.1814,diff_km_D11_to_D7
CE02SHSP,0.4352,diff_km_D11_to_D8
CE02SHSP,0.3886,diff_km_D11_to_D9
CE02SHSP,1.2358,diff_km_D11_to_D10
CE02SHSP,0.2371,diff_km_D5_to_D1
CE02SHSP,0.1502,diff_km_D5_to_D2
CE02SHSP,0.9584,diff_km_D5_to_D3
CE02SHSP,0.1889,diff_km_D5_to_D4
CE04OSSM,0.2232,diff_km_D2_to_D1
CE04OSSM,1.8362,diff_km_D3_to_D1
CE04OSSM,0.3786,diff_km_D6_to_D1
CE04OSSM,0.3164,diff_km_D6_to_D2
CE04OSSM,2.0996,diff_km_D6_to_D3
CE04OSSM,0.0898,diff_km_D6_to_D4
CE04OSSM,1.913,diff_km_D6_to_D5
CE04OSSM,1.5411,diff_km_D7_to_D1
CE04OSSM,1.763,diff_km_D7_to_D2
CE04OSSM,0.4829,diff_km_D7_to_D3
CE04OSSM,1.7685,diff_km_D7_to_D4
CE04OSSM,0.1979,diff_km_D7_to_D5
CE04OSSM,2.058,diff_km_D3_to_D2
CE04OSSM,1.7456,diff_km_D7_to_D6
CE04OSSM,0.3302,diff_km_D4_to_D1
CE04OSSM,0.2311,diff_km_D4_to_D2
CE04OSSM,2.1071,diff_km_D4_to_D3
CE04OSSM,1.7253,diff_km_D5_to_D1
CE04OSSM,1.946,diff_km_D5_to_D2
CE04OSSM,0.4953,diff_km_D5_to_D3
CE04OSSM,1.9407,diff_km_D5_to_D4
CE05MOAS-GL247,4.7315,diff_km_D5_to_D4
CE05MOAS-GL247,277.2054,diff_km_D6_to_D4
CE05MOAS-GL247,276.9737,diff_km_D6_to_D5
CE05MOAS-GL311,61.3069,diff_km_D2_to_D1
CE05MOAS-GL311,58.7152,diff_km_D3_to_D1
CE05MOAS-GL311,59.049,diff_km_D6_to_D1
CE05MOAS-GL311,3.2245,diff_km_D6_to_D2
CE05MOAS-GL311,0.7749,diff_km_D6_to_D3
CE05MOAS-GL311,277.8729,diff_km_D6_to_D4
CE05MOAS-GL311,13.2769,diff_km_D6_to_D5
CE05MOAS-GL311,3.0368,diff_km_D3_to_D2
CE05MOAS-GL311,311.01,diff_km_D4_to_D1
CE05MOAS-GL311,274.7467,diff_km_D4_to_D2
CE05MOAS-GL311,277.4301,diff_km_D4_to_D3
CE05MOAS-GL311,71.9776,diff_km_D5_to_D1
CE05MOAS-GL311,12.0595,diff_km_D5_to_D2
CE05MOAS-GL311,13.7918,diff_km_D5_to_D3
CE05MOAS-GL311,274.8054,diff_km_D5_to_D4
CE05MOAS-GL312,19.5721,diff_km_D2_to_D1
CE05MOAS-GL312,20.5446,diff_km_D3_to_D1
CE05MOAS-GL312,18.8883,diff_km_D6_to_D1
CE05MOAS-GL312,1.1639,diff_km_D6_to_D2
CE05MOAS-GL312,2.2774,diff_km_D6_to_D3
CE05MOAS-GL312,260.229,diff_km_D6_to_D4
CE05MOAS-GL312,2.5401,diff_km_D6_to_D5
CE05MOAS-GL312,1.1475,diff_km_D3_to_D2
CE05MOAS-GL312,257.2262,diff_km_D4_to_D1
CE05MOAS-GL312,259.4185,diff_km_D4_to_D2
CE05MOAS-GL312,258.9473,diff_km_D4_to_D3
CE05MOAS-GL312,19.7131,diff_km_D5_to_D1
CE05MOAS-GL312,3.408,diff_km_D5_to_D2
CE05MOAS-GL312,4.1809,diff_km_D5_to_D3
CE05MOAS-GL312,262.7626,diff_km_D5_to_D4
CE05MOAS-GL319,19.9179,diff_km_D3_to_D1
CE05MOAS-GL319,21.0761,diff_km_D4_to_D1
CE05MOAS-GL319,21.8567,diff_km_D7_to_D1
CE05MOAS-GL319,1.9527,diff_km_D7_to_D3
CE05MOAS-GL319,1.8971,diff_km_D7_to_D4
CE05MOAS-GL319,262.3155,diff_km_D7_to_D5
CE05MOAS-GL319,2.7792,diff_km_D7_to_D6
CE05MOAS-GL319,2.2066,diff_km_D4_to_D3
CE05MOAS-GL319,252.0509,diff_km_D5_to_D1
CE05MOAS-GL319,261.5391,diff_km_D5_to_D3
CE05MOAS-GL319,260.4221,diff_km_D5_to_D4
CE05MOAS-GL319,23.1336,diff_km_D6_to_D1
CE05MOAS-GL319,3.8506,diff_km_D6_to_D3
CE05MOAS-GL319,4.6753,diff_km_D6_to_D4
CE05MOAS-GL319,265.0797,diff_km_D6_to_D5
CE05MOAS-GL320,60.6461,diff_km_D2_to_D1
CE05MOAS-GL320,291.3002,diff_km_D3_to_D1
CE05MOAS-GL320,260.4026,diff_km_D3_to_D2
CE05MOAS-GL320,68.1651,diff_km_D4_to_D1
CE05MOAS-GL320,8.539,diff_km_D4_to_D2
CE05MOAS-GL320,261.3008,diff_km_D4_to_D3
CE05MOAS-GL326,61.2963,diff_km_D2_to_D1
CE05MOAS-GL326,375.2018,diff_km_D3_to_D1
CE05MOAS-GL326,308.0391,diff_km_D6_to_D1
CE05MOAS-GL326,281.1331,diff_km_D6_to_D2
CE05MOAS-GL326,67.1633,diff_km_D6_to_D3
CE05MOAS-GL326,31.9474,diff_km_D6_to_D4
CE05MOAS-GL326,32.5651,diff_km_D6_to_D5
CE05MOAS-GL326,276.1696,diff_km_D7_to_D1
CE05MOAS-GL326,249.8233,diff_km_D7_to_D2
CE05MOAS-GL326,99.0324,diff_km_D7_to_D3
CE05MOAS-GL326,2.5285,diff_km_D7_to_D4
CE05MOAS-GL326,7.696,diff_km_D7_to_D5
CE05MOAS-GL326,347.3008,diff_km_D3_to_D2
CE05MOAS-GL326,31.8714,diff_km_D7_to_D6
CE05MOAS-GL326,276.2346,diff_km_D4_to_D1
CE05MOAS-GL326,249.3581,diff_km_D4_to_D2
CE05MOAS-GL326,99.0153,diff_km_D4_to_D3
CE05MOAS-GL326,276.4155,diff_km_D5_to_D1
CE05MOAS-GL326,251.6834,diff_km_D5_to_D2
CE05MOAS-GL326,99.1798,diff_km_D5_to_D3
CE05MOAS-GL326,10.223,diff_km_D5_to_D4
CE05MOAS-GL327,61.1078,diff_km_D2_to_D1
CE05MOAS-GL327,61.3204,diff_km_D3_to_D1
CE05MOAS-GL327,275.3633,diff_km_D6_to_D1
CE05MOAS-GL327,252.2271,diff_km_D6_to_D2
CE05MOAS-GL327,251.2883,diff_km_D6_to_D3
CE05MOAS-GL327,260.4602,diff_km_D6_to_D4
CE05MOAS-GL327,65.754,diff_km_D6_to_D5
CE05MOAS-GL327,275.9698,diff_km_D7_to_D1
CE05MOAS-GL327,249.8167,diff_km_D7_to_D2
CE05MOAS-GL327,248.8823,diff_km_D7_to_D3
CE05MOAS-GL327,259.8709,diff_km_D7_to_D4
CE05MOAS-GL327,51.5356,diff_km_D7_to_D5
CE05MOAS-GL327,0.9404,diff_km_D3_to_D2
CE05MOAS-GL327,14.2187,diff_km_D7_to_D6
CE05MOAS-GL327,27.3385,diff_km_D4_to_D1
CE05MOAS-GL327,34.1553,diff_km_D4_to_D2
CE05MOAS-GL327,34.2808,diff_km_D4_to_D3
CE05MOAS-GL327,283.7991,diff_km_D5_to_D1
CE05MOAS-GL327,247.4174,diff_km_D5_to_D2
CE05MOAS-GL327,246.5252,diff_km_D5_to_D3
CE05MOAS-GL327,263.8269,diff_km_D5_to_D4
CE05MOAS-GL381,305.8285,diff_km_D2_to_D1
CE05MOAS-GL381,59.3108,diff_km_D3_to_D1
CE05MOAS-GL381,272.224,diff_km_D3_to_D2
CE05MOAS-GL381,276.3803,diff_km_D4_to_D1
CE05MOAS-GL381,53.047,diff_km_D4_to_D2
CE05MOAS-GL381,251.5022,diff_km_D4_to_D3
CE05MOAS-GL381,294.4093,diff_km_D5_to_D1
CE05MOAS-GL381,19.1192,diff_km_D5_to_D2
CE05MOAS-GL381,263.6659,diff_km_D5_to_D3
CE05MOAS-GL381,33.9279,diff_km_D5_to_D4
CE05MOAS-GL382,4.4444,diff_km_D2_to_D1
CE05MOAS-GL382,256.6664,diff_km_D3_to_D1
CE05MOAS-GL382,261.1044,diff_km_D3_to_D2
CE05MOAS-GL382,143.9618,diff_km_D4_to_D1
CE05MOAS-GL382,139.5316,diff_km_D4_to_D2
CE05MOAS-GL382,399.8113,diff_km_D4_to_D3
CE05MOAS-GL383,10.4654,diff_km_D2_to_D1
CE05MOAS-GL383,268.513,diff_km_D3_to_D1
CE05MOAS-GL383,10.697,diff_km_D6_to_D1
CE05MOAS-GL383,6.0483,diff_km_D6_to_D2
CE05MOAS-GL383,274.4783,diff_km_D6_to_D3
CE05MOAS-GL383,3.6466,diff_km_D6_to_D4
CE05MOAS-GL383,17.7689,diff_km_D6_to_D5
CE05MOAS-GL383,268.6732,diff_km_D3_to_D2
CE05MOAS-GL383,9.4039,diff_km_D4_to_D1
CE05MOAS-GL383,2.5807,diff_km_D4_to_D2
CE05MOAS-GL383,270.8435,diff_km_D4_to_D3
CE05MOAS-GL383,7.0866,diff_km_D5_to_D1
CE05MOAS-GL383,17.0346,diff_km_D5_to_D2
CE05MOAS-GL383,265.2381,diff_km_D5_to_D3
CE05MOAS-GL383,16.3557,diff_km_D5_to_D4
CE05MOAS-GL384,296.134,diff_km_D2_to_D1
CE05MOAS-GL384,276.0638,diff_km_D3_to_D1
CE05MOAS-GL384,42.6181,diff_km_D3_to_D2
CE05MOAS-GL384,48.9072,diff_km_D4_to_D1
CE05MOAS-GL384,266.334,diff_km_D4_to_D2
CE05MOAS-GL384,252.1131,diff_km_D4_to_D3
CE05MOAS-GL384,292.5641,diff_km_D5_to_D1
CE05MOAS-GL384,9.5425,diff_km_D5_to_D2
CE05MOAS-GL384,33.2255,diff_km_D5_to_D3
CE05MOAS-GL384,264.0403,diff_km_D5_to_D4
CE05MOAS-GL386,247.1885,diff_km_D2_to_D1
CE05MOAS-GL386,225.5845,diff_km_D3_to_D1
CE05MOAS-GL386,19.5582,diff_km_D6_to_D1
CE05MOAS-GL386,242.4377,diff_km_D6_to_D2
CE05MOAS-GL386,226.4218,diff_km_D6_to_D3
CE05MOAS-GL386,22.9158,diff_km_D6_to_D4
CE05MOAS-GL386,37.9219,diff_km_D6_to_D5
CE05MOAS-GL386,18.9053,diff_km_D7_to_D1
CE05MOAS-GL386,250.1438,diff_km_D7_to_D2
CE05MOAS-GL386,223.2751,diff_km_D7_to_D3
CE05MOAS-GL386,55.8942,diff_km_D7_to_D4
CE05MOAS-GL386,42.2472,diff_km_D7_to_D5
CE05MOAS-GL386,70.1107,diff_km_D3_to_D2
CE05MOAS-GL386,38.3333,diff_km_D7_to_D6
CE05MOAS-GL386,19.2729,diff_km_D8_to_D1
CE05MOAS-GL386,247.0019,diff_km_D8_to_D2
CE05MOAS-GL386,220.0557,diff_km_D8_to_D3
CE05MOAS-GL386,54.8011,diff_km_D8_to_D4
CE05MOAS-GL386,39.5197,diff_km_D8_to_D5
CE05MOAS-GL386,38.2955,diff_km_D8_to_D6
CE05MOAS-GL386,3.2236,diff_km_D8_to_D7
CE05MOAS-GL386,5.2088,diff_km_D9_to_D1
CE05MOAS-GL386,245.6861,diff_km_D9_to_D2
CE05MOAS-GL386,39.212,diff_km_D4_to_D1
CE05MOAS-GL386,225.5445,diff_km_D9_to_D3
CE05MOAS-GL386,34.4975,diff_km_D9_to_D4
CE05MOAS-GL386,36.0442,diff_km_D9_to_D5
CE05MOAS-GL386,14.3507,diff_km_D9_to_D6
CE05MOAS-GL386,24.0455,diff_km_D9_to_D7
CE05MOAS-GL386,24.2299,diff_km_D9_to_D8
CE05MOAS-GL386,259.6624,diff_km_D10_to_D1
CE05MOAS-GL386,33.2525,diff_km_D10_to_D2
CE05MOAS-GL386,51.8527,diff_km_D10_to_D3
CE05MOAS-GL386,240.0338,diff_km_D10_to_D4
CE05MOAS-GL386,223.525,diff_km_D4_to_D2
CE05MOAS-GL386,222.8362,diff_km_D10_to_D5
CE05MOAS-GL386,257.23,diff_km_D10_to_D6
CE05MOAS-GL386,260.303,diff_km_D10_to_D7
CE05MOAS-GL386,257.0957,diff_km_D10_to_D8
CE05MOAS-GL386,258.7759,diff_km_D10_to_D9
CE05MOAS-GL386,212.2799,diff_km_D4_to_D3
CE05MOAS-GL386,36.8814,diff_km_D5_to_D1
CE05MOAS-GL386,210.4167,diff_km_D5_to_D2
CE05MOAS-GL386,189.6908,diff_km_D5_to_D3
CE05MOAS-GL386,34.1585,diff_km_D5_to_D4
CE06ISSM,1.6405,diff_km_D2_to_D1
CE06ISSM,1.8636,diff_km_D3_to_D1
CE06ISSM,1.9637,diff_km_D6_to_D1
CE06ISSM,0.3302,diff_km_D6_to_D2
CE06ISSM,0.1153,diff_km_D6_to_D3
CE06ISSM,0.1394,diff_km_D6_to_D4
CE06ISSM,0.0588,diff_km_D6_to_D5
CE06ISSM,2.0178,diff_km_D7_to_D1
CE06ISSM,0.3904,diff_km_D7_to_D2
CE06ISSM,0.156,diff_km_D7_to_D3
CE06ISSM,0.1296,diff_km_D7_to_D4
CE06ISSM,0.1135,diff_km_D7_to_D5
CE06ISSM,0.2525,diff_km_D3_to_D2
CE06ISSM,0.0643,diff_km_D7_to_D6
CE06ISSM,1.89,diff_km_D8_to_D1
CE06ISSM,0.3387,diff_km_D8_to_D2
CE06ISSM,0.1203,diff_km_D8_to_D3
CE06ISSM,0.3208,diff_km_D8_to_D4
CE06ISSM,0.1639,diff_km_D8_to_D5
CE06ISSM,0.1928,diff_km_D8_to_D6
CE06ISSM,0.1943,diff_km_D8_to_D7
CE06ISSM,2.029,diff_km_D9_to_D1
CE06ISSM,0.4092,diff_km_D9_to_D2
CE06ISSM,2.0802,diff_km_D4_to_D1
CE06ISSM,0.1655,diff_km_D9_to_D3
CE06ISSM,0.1539,diff_km_D9_to_D4
CE06ISSM,0.133,diff_km_D9_to_D5
CE06ISSM,0.0924,diff_km_D9_to_D6
CE06ISSM,0.0328,diff_km_D9_to_D7
CE06ISSM,0.1817,diff_km_D9_to_D8
CE06ISSM,0.4398,diff_km_D4_to_D2
CE06ISSM,0.2545,diff_km_D4_to_D3
CE06ISSM,1.9064,diff_km_D5_to_D1
CE06ISSM,0.2771,diff_km_D5_to_D2
CE06ISSM,0.0614,diff_km_D5_to_D3
CE06ISSM,0.1951,diff_km_D5_to_D4
CE06ISSP,0.7332,diff_km_D2_to_D1
CE06ISSP,0.4493,diff_km_D3_to_D1
CE06ISSP,0.2481,diff_km_D6_to_D1
CE06ISSP,0.4853,diff_km_D6_to_D2
CE06ISSP,0.3364,diff_km_D6_to_D3
CE06ISSP,0.1849,diff_km_D6_to_D4
CE06ISSP,0.2984,diff_km_D6_to_D5
CE06ISSP,0.2605,diff_km_D7_to_D1
CE06ISSP,0.4856,diff_km_D7_to_D2
CE06ISSP,0.2773,diff_km_D7_to_D3
CE06ISSP,0.2438,diff_km_D7_to_D4
CE06ISSP,0.3567,diff_km_D7_to_D5
CE06ISSP,0.5553,diff_km_D3_to_D2
CE06ISSP,0.0593,diff_km_D7_to_D6
CE06ISSP,0.5393,diff_km_D8_to_D1
CE06ISSP,0.2683,diff_km_D8_to_D2
CE06ISSP,0.5442,diff_km_D8_to_D3
CE06ISSP,0.3053,diff_km_D8_to_D4
CE06ISSP,0.3677,diff_km_D8_to_D5
CE06ISSP,0.3139,diff_km_D8_to_D6
CE06ISSP,0.3453,diff_km_D8_to_D7
CE06ISSP,0.1205,diff_km_D9_to_D1
CE06ISSP,0.6314,diff_km_D9_to_D2
CE06ISSP,0.274,diff_km_D4_to_D1
CE06ISSP,0.338,diff_km_D9_to_D3
CE06ISSP,0.2575,diff_km_D9_to_D4
CE06ISSP,0.3474,diff_km_D9_to_D5
CE06ISSP,0.1529,diff_km_D9_to_D6
CE06ISSP,0.1475,diff_km_D9_to_D7
CE06ISSP,0.4649,diff_km_D9_to_D8
CE06ISSP,0.5506,diff_km_D4_to_D2
CE06ISSP,0.5211,diff_km_D4_to_D3
CE06ISSP,0.3287,diff_km_D5_to_D1
CE06ISSP,0.6299,diff_km_D5_to_D2
CE06ISSP,0.6335,diff_km_D5_to_D3
CE06ISSP,0.1145,diff_km_D5_to_D4
CE07SHSM,0.2503,diff_km_D2_to_D1
CE07SHSM,0.4303,diff_km_D3_to_D1
CE07SHSM,0.2208,diff_km_D6_to_D1
CE07SHSM,0.4692,diff_km_D6_to_D2
CE07SHSM,0.6245,diff_km_D6_to_D3
CE07SHSM,0.1789,diff_km_D6_to_D4
CE07SHSM,0.4524,diff_km_D6_to_D5
CE07SHSM,0.2657,diff_km_D7_to_D1
CE07SHSM,0.0884,diff_km_D7_to_D2
CE07SHSM,0.1671,diff_km_D7_to_D3
CE07SHSM,0.3043,diff_km_D7_to_D4
CE07SHSM,0.04,diff_km_D7_to_D5
CE07SHSM,0.2268,diff_km_D3_to_D2
CE07SHSM,0.4701,diff_km_D7_to_D6
CE07SHSM,0.3398,diff_km_D8_to_D1
CE07SHSM,0.5788,diff_km_D8_to_D2
CE07SHSM,0.7701,diff_km_D8_to_D3
CE07SHSM,0.3035,diff_km_D8_to_D4
CE07SHSM,0.5975,diff_km_D8_to_D5
CE07SHSM,0.1967,diff_km_D8_to_D6
CE07SHSM,0.6053,diff_km_D8_to_D7
CE07SHSM,0.0421,diff_km_D4_to_D1
CE07SHSM,0.2922,diff_km_D4_to_D2
CE07SHSM,0.4672,diff_km_D4_to_D3
CE07SHSM,0.2583,diff_km_D5_to_D1
